특허명,출원일자,등록일자,출원국
박막 증착 장치,2011-07-14,2015-08-25,미국
메모리 셀 및 이를 이용한 메모리 장치,2010-11-23,2017-09-26,대한민국
메모리 셀 및 이를 이용한 장치,2011-11-21,2013-07-23,미국
적응형 편파 제어를 갖는 무선 통신 안테나 장치,2011-11-23,2014-07-15,미국
반도체 패키지 및 그 제조 방법,2011-01-26,2013-06-04,미국
다중 RF 채널을 통해 3DTV 프로그램을 전송하기 위한 시그널링 방법,2011-07-27,2016-01-12,미국
다중 캐리어 무선 통신 시스템에서의 송수신 방법 및 장치,2012-12-07,2016-12-06,캐나다
다중캐리어 무선통신 시스템에서 송수신 방법,2013-02-08,2016-01-20,중국
다중캐리어 무선통신 시스템에서 송수신 방법,2015-10-21,2019-08-07,독일
다중캐리어 무선통신 시스템에서 송수신 방법,2019-05-07,2022-08-10,독일
다중캐리어 무선통신 시스템에서 송수신 방법,2019-05-07,2022-08-10,스페인
위성 단말장치와 통신하는 중심국에서의 역방향링크 패킷 오류 판단방법 및 그 판단장치,2010-12-21,2016-05-23,대한민국
방송 기반 증강 현실 콘텐츠 제공 시스템 및 그 제공 방법,2010-12-23,2017-03-17,대한민국
표준근역장 발생용 4단자 스트립라인 셀,2011-11-15,2013-12-17,미국
스트리밍 컨텐츠 제공 장치 및 방법,2013-03-06,2017-02-08,중국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2013-04-08,2016-05-04,중국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2013-04-05,2017-12-13,독일
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2013-04-05,2017-12-13,프랑스
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2013-04-05,2017-12-13,영국
스트리밍 컨텐츠 제공 장치 및 방법,2011-09-06,2012-11-22,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2011-10-04,2012-11-23,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2012-03-23,2017-06-29,대한민국
스트리밍 콘텐츠 제공 장치 및 방법,2012-03-23,2018-07-06,대한민국
스트리밍 콘텐츠 제공 장치 및 방법,2012-09-17,2014-03-03,대한민국
스트리밍 콘텐츠 제공 장치 및 방법,2012-09-17,2014-03-03,대한민국
스트리밍 콘텐츠 제공 장치 및 방법,2012-09-17,2013-07-04,대한민국
스트리밍 콘텐츠 제공 장치 및 방법,2012-09-17,2013-07-25,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2014-01-08,2018-02-08,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2014-09-22,2018-02-08,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2017-06-29,2018-06-29,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2018-02-08,2018-07-04,대한민국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2013-04-05,2017-12-13,NETHERLAND
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2013-01-21,2016-04-26,미국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2013-03-05,2014-02-04,미국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2014-01-02,2016-05-10,미국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2014-01-02,2016-10-11,미국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2013-03-18,2014-12-09,미국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2014-04-08,2016-06-14,미국
적응형 HTTP 스트리밍을 위한 메타데이터 시그널링,2014-04-08,2018-05-29,미국
스트리밍 컨텐츠 제공 장치 및 방법,2016-10-06,2018-07-17,미국
욕조형 광학 치료 장치,2010-12-15,2017-07-28,대한민국
전력 획득 예측에 기반한 센서 노드를 위한 다단계 전원 제어 방법 및 기구,2011-12-20,2014-09-02,미국
광 검출 소자 및 이를 제조하는 방법,2010-11-23,2017-11-03,대한민국
소형 보정 패턴을 이용한 카메라 네트웍 보정 방법 및 장치,2012-07-13,2015-11-10,미국
복셀 그리드를 이용한 포인트 클라우드의 렌더링 방법 및 장치,2012-07-25,2015-11-03,미국
토픽템플릿과 연관어에 기반한 관련토픽 및 경쟁토픽 탐지 방법,2012-09-12,2015-07-07,미국
얼굴 데이터 관리 시스템 및 그 방법,2011-09-06,2018-01-08,대한민국
얼굴 데이터 관리 시스템 및 그 방법,2012-08-03,2014-12-02,미국
데이터 스트림 분산 병렬 처리 서비스 관리 장치 및 방법,2012-08-14,2015-03-31,미국
수동형 광가입자망에서 저전력모드 지원을 위한 동적대역할당 관리 장치 및 방법,2012-08-17,2015-01-20,미국
작물의 생육 상태 모니터링 방법,2011-07-11,2018-01-24,대한민국
Urban Environment에서 3D point clouds를 3차원 공간 균등분할 셀 히스토그램을 이용하여 바닥과 물체간의 실시간 자동 분할 시스템,2012-08-31,2015-07-07,미국
"국부 다해상도 3차원 얼굴 고유 모델 생성 장치, 방법 및 얼굴 피부 관리 시스템",2011-08-24,2018-05-15,대한민국
"국부 다해상도 3차원 얼굴 고유 모델 생성 장치, 방법 및 얼굴 피부 관리 시스템",2012-07-31,2016-01-26,미국
비행자료 복구 시스템 및 방법,2012-03-02,2017-05-08,대한민국
통신 시스템에서 신호 생성 장치 및 방법,2013-04-15,2019-11-14,대한민국
질화물 전자소자 및 그 제조 방법,2012-02-23,2016-04-21,대한민국
GaN 전자소자의 집적화 및 제조방법,2012-07-13,2014-05-13,미국
무선 통신시스템에서 제어 채널 송수신 방법,2012-06-21,2018-06-26,미국
무선 통신시스템에서 제어 채널 송수신 방법,2015-12-31,2019-06-18,미국
단말의 중계 방법,2012-03-02,2019-08-13,대한민국
이종 네트워크 환경에서 단말의 이동성 관리 방법,2012-07-10,2018-08-31,대한민국
전파 토모그래피 시스템에서 위상 측정 장치 및 방법,2013-09-26,2020-09-03,대한민국
무선 네트워크에서 다양한 전송률을 지원하는 지향성 안테나를 사용한 자원할당 방법,2011-08-31,2019-01-14,대한민국
ＨＡＲＱ 타이밍 조정 방법 및 장치,2012-05-18,2018-12-31,대한민국
ＨＡＲＱ 타이밍 조정 방법 및 장치,2013-03-15,2015-12-01,미국
무선 기지국 및 그의 데이터 처리 방법,2012-08-06,2019-08-13,대한민국
군집형 무선 기지국 장치 및 데이터 전송 방법,2012-11-09,2016-07-12,미국
무선 멀티 인터페이스를 활용한 에너지 절감형 이동 노드 제어 방법,2013-03-08,2015-12-01,미국
유휴상태 단말 수 결정 방법과 장치 및 이를 이용한 데이터 전송 제어 방법,2012-02-28,2018-07-09,대한민국
유휴상태 단말 수 결정 방법과 장치 및 이를 이용한 데이터 전송 제어 방법,2012-08-09,2014-11-18,미국
무선 통신 시스템에서 릴레이앰블을 이용한 초기 동기 획득 방법 및 장치,2011-12-15,2017-07-24,대한민국
무선 통신 시스템에서 릴레이앰블을 이용한 초기 동기 획득 방법 및 장치,2012-06-19,2015-02-10,미국
무선 측위 방법 및 장치,2012-08-10,2013-12-31,미국
무선 액세스 오버레이 방송망 구성 장치,2012-03-09,2018-10-08,대한민국
계층변조 신호의 전송 장치 및 방법,2012-04-13,2019-09-18,대한민국
전송기회 전력 절약 방법,2012-10-11,2019-02-27,대한민국
무선랜의 최적의 primary/secondary channel 배치 방법 및 channel Switch Announcement에서 이를 indication 하는 방법,2012-12-17,2015-10-20,미국
통신 시스템에서 데이터 송수신 장치 및 방법,2012-12-12,2019-01-21,대한민국
다중 네트워크 인터페이스 카드를 이용한 트래픽 처리방법 및 네트워크 디바이스,2012-01-20,2019-09-02,대한민국
다중 네트워크 인터페이스 카드를 이용한 트래픽 처리 방법 및 네트워크 디바이스,2012-09-14,2016-04-19,미국
"무선 메쉬 네트워크에서의 메쉬 피어 링크 설정 방법 및 장치, 그리고 채널 스위치 방법 및 장치",2019-05-20,2020-05-21,대한민국
"무선 메쉬 네트워크에서의 메쉬 피어 링크 설정 방법 및 장치, 그리고 채널 스위치 방법 및 장치",2020-05-21,2022-01-27,대한민국
이동체의 위치 인식 장치 및 방법,2011-12-22,2018-07-18,대한민국
다중캐리어 무선통신 시스템에서 송수신 방법,2015-10-21,2019-08-07,프랑스
다중캐리어 무선통신 시스템에서 송수신 방법,2019-05-07,2022-08-10,프랑스
다중캐리어 무선통신 시스템에서 송수신 방법,2015-10-21,2019-08-07,영국
다중캐리어 무선통신 시스템에서 송수신 방법,2019-05-07,2022-08-10,영국
다중캐리어 무선통신 시스템에서 송수신 방법,2012-12-31,2021-02-03,인도
다중캐리어 무선통신 시스템에서 송수신 방법,2015-10-21,2019-08-07,이탈리아
다중캐리어 무선통신 시스템에서 송수신 방법,2019-05-07,2022-08-10,이탈리아
다중캐리어 무선통신 시스템에서 송수신 방법,2012-12-10,2014-06-13,일본
다중캐리어 무선통신 시스템에서 송수신 방법,2014-02-12,2015-10-02,일본
다중 캐리어 무선 통신 시스템에서의 송수신 방법 및 장치,2011-06-07,2014-11-27,대한민국
다중캐리어 무선통신 시스템에서 송수신 방법,2019-05-07,2022-08-10,NETHERLAND
다중캐리어 무선통신 시스템에서 송수신 방법,2015-10-21,2019-08-07,폴란드
다중캐리어 무선통신 시스템에서 송수신 방법,2012-12-24,2015-03-19,러시아
다중캐리어 무선통신 시스템에서 송수신 방법,2013-11-22,2015-11-24,미국
다중캐리어 무선통신 시스템에서 송수신 방법,2017-07-03,2018-09-11,미국
소프트웨어 기반 에러 정정 코드를 사용한 낸드 플래시 입출력 방법,2011-01-05,2014-09-30,미국
클럭 타이밍 조정장치 및 이를 이용하는 연속시간 델타-시그마 변조기,2011-07-15,2013-07-09,미국
반도체 소자 및 그 제조 방법,2011-09-09,2014-01-14,미국
사용자 색감 기반의 감성 화장 추천 시스템 및 방법,2011-11-09,2014-10-07,미국
아바타 표현을 위한 계층적 구조,2013-01-07,2016-01-26,미국
키 유효성 검증 방법 및 이를 수행하기 위한 서버,2010-12-20,2014-12-16,대한민국
키 유효성 검증 방법 및 이를 수행하기 위한 서버,2011-12-15,2014-02-04,미국
표시 소자의 구동 방법,2010-12-15,2017-06-07,대한민국
표시 소자의 동작 방법,2011-12-14,2014-04-01,미국
통신 시스템에서 데이터 송수신 장치 및 방법,2011-12-22,2018-09-03,대한민국
MU-MIMO 기반의 unscheduled Power Saving 장치 및 방법,2011-12-23,2016-01-26,미국
임의의 측정거리에 적용가능한 적응형 초고속 및 고해상도 3차원 영상복원 방법,2010-12-15,2017-01-23,대한민국
측정거리에 무관한 적응형 초고속/고해상도 3차원 영상복원 알고리즘,2011-12-15,2015-01-06,미국
이기종 통신 시스템 검출 방법 및 장치,2011-10-07,2014-03-25,미국
스트리밍 컨텐츠 제공 장치 및 방법,2013-03-01,2016-09-14,중국
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2011-09-01,2017-01-11,독일
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2014-09-10,2018-06-20,독일
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2014-09-10,2018-06-20,덴마크
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2014-09-10,2018-06-20,핀란드
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2011-09-01,2017-01-11,프랑스
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2014-09-10,2018-06-20,프랑스
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2011-09-01,2017-01-11,영국
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2014-09-10,2018-06-20,영국
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2014-09-10,2018-06-20,헝가리
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2011-09-01,2017-01-11,이탈리아
스트리밍 컨텐츠 제공 장치 및 방법,2011-09-01,2014-02-17,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2012-03-23,2014-08-18,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2014-03-04,2017-07-04,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2017-07-04,2017-12-07,대한민국
스트리밍 컨텐츠 제공 장치 및 방법,2017-12-07,2018-06-11,대한민국
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2014-09-10,2018-06-20,NETHERLAND
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2014-09-10,2018-06-20,스웨덴
능동적 HTTP 스트리밍에서의 미디어 프레젠테이션 목록의 선택 방식,2013-03-01,2017-10-17,미국
"촉감 제시 장치, 촉감 셀, 및 촉감 제시 장치를 제어하는 방법",2011-12-22,2015-07-07,미국
저소모전력 특성의 MEMS형 전기화학식 가스 센서,2012-09-14,2016-11-15,미국
연속 근사 아날로그-디지털 변환기 및 그것의 동작 방법,2011-11-25,2018-03-13,대한민국
고주파 수신기,2012-06-05,2014-07-08,미국
광대역 이동 통신 시스템에서 신속한 응급 상태 보고 방안,2012-07-13,2015-03-10,미국
"그래픽 오브젝트를 이용한 증강 미디어 콘텐츠를 제공하기 위한 미디어 콘텐츠 송신 방법 및 장치, 및 수신 방법 및 장치",2011-11-08,2015-11-18,대한민국
"그래픽 오브젝트를 이용한 증강 미디어 콘텐츠를 제공하기 위한 미디어 콘텐츠 송신 방법 및 장치, 및 수신 방법 및 장치",2012-11-08,2014-10-21,미국
ＧＰＳ 위성의 이상 상태 감시 장치 및 방법,2011-10-07,2018-07-05,대한민국
위성 원격측정 데이터 후처리를 위한 고속 데이터 검색 방법,2012-08-20,2014-02-18,미국
확산신호의 진폭 변조 방법 및 장치,2012-07-09,2019-09-18,대한민국
컴포넌트 기반 로봇 응용 소프트웨어 개발에서의 가상 컴포넌트를 이용한 컴포넌트 조합 장치 및 방법과 이에 관련된 프로그램의 기록매체,2011-09-14,2017-08-24,대한민국
컴포넌트 기반 로봇 응용 소프트웨어 개발에서의 가상 컴포넌트를 이용한 컴포넌트 조합 장치 및 방법과 이에 관련된 프로그램의 기록매체,2012-08-27,2014-07-01,미국
"모바일 방송 서비스를 위한 시스템 및 방법, 컨트롤러 및 컨트롤러의 구동 방법",2013-12-31,2017-02-21,미국
전자파 저감용 투명 필름,2012-10-05,2015-05-12,미국
"가스 센서, 그의 제조 및 사용 방법",2011-10-13,2017-08-30,대한민국
ＭＥＭＳ형 전기화학식 가스 센서,2011-09-28,2017-08-28,대한민국
감지물질의 봉지재를 이용한 코팅 및 내장히터를 이용한 봉지재 제거,2012-08-24,2016-06-21,미국
로봇 소프트웨어간 통신을 위한 데이터 인코딩 및 디코딩 장치와 그 방법,2011-10-31,2018-05-04,대한민국
